interface,link_status,protocol_status,hardware_type,address,bia,description,ip_address,mtu,duplex,speed,media_type,bandwidth,delay,encapsulation,last_input,last_output,last_output_hang,queue_strategy,input_rate,output_rate,input_packets,output_packets,input_errors,crc,abort,output_errors
GigabitEthernet5/0/3,up,up (connected),Gigabit Ethernet,5ce1.76b5.7f03,5ce1.76b5.7f03,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:08:06,0:00:01,never,Class-based queueing,0,1000,351130,1081101,0,0,,0
GigabitEthernet5/0/5,up,up (connected),Gigabit Ethernet,5ce1.76b5.7f05,5ce1.76b5.7f05,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:08:07,0:00:01,never,Class-based queueing,0,0,350252,2745515,0,0,,0
GigabitEthernet5/0/7,up,up (connected),Gigabit Ethernet,5ce1.76b5.7f07,5ce1.76b5.7f07,,,1500,Full-duplex,10Mb/s,10/100/1000BaseTX,10000 Kbit,1000 usec,ARPA,2w2d,0:00:00,never,Class-based queueing,0,0,21908,1882888,0,0,,0
GigabitEthernet5/0/23,up,up (connected),Gigabit Ethernet,5ce1.76b5.7f17,5ce1.76b5.7f17,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:15:14,0:00:00,never,Class-based queueing,0,0,2577530,11280023,0,0,,0
GigabitEthernet5/0/25,up,up (connected),Gigabit Ethernet,5ce1.76b5.7f19,5ce1.76b5.7f19,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:07:28,0:00:00,never,Class-based queueing,1000,2000,10456146,33665211,0,0,,0
TenGigabitEthernet5/1/1,up,up (connected),Ten Gigabit Ethernet,5ce1.76b5.7f35,5ce1.76b5.7f35,,,1500,Full-duplex,10Gb/s,SFP-10GBase-SR,10000000 Kbit,10 usec,ARPA,0:00:02,0:00:01,never,fifo,548000,22508000,13809647433,50858115349,0,0,,0
TenGigabitEthernet5/1/2,up,up (connected),Ten Gigabit Ethernet,5ce1.76b5.7f36,5ce1.76b5.7f36,,,1500,Full-duplex,10Gb/s,SFP-10GBase-SR,10000000 Kbit,10 usec,ARPA,0:00:05,0:00:07,never,fifo,370000,15617000,20332872235,34368399487,97,0,,0
AppGigabitEthernet5/0/1,up,up (connected),App,5ce1.76b5.7f41,5ce1.76b5.7f41,,,1500,,,,1000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,1000,10,14199215,0,0,,0
GigabitEthernet6/0/2,up,up (connected),Gigabit Ethernet,5ce1.76ad.4582,5ce1.76ad.4582,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:03,0:00:01,never,fifo,0,3000,9135511,93902446,0,0,,0
GigabitEthernet6/0/4,up,up (connected),Gigabit Ethernet,5ce1.76ad.4584,5ce1.76ad.4584,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:17,0:00:01,never,fifo,0,2000,4529155,93530128,32805,0,,0
GigabitEthernet6/0/6,up,up (connected),Gigabit Ethernet,5ce1.76ad.4586,5ce1.76ad.4586,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:01,0:00:02,never,fifo,0,3000,19369963,97367262,0,0,,0
GigabitEthernet6/0/8,up,up (connected),Gigabit Ethernet,5ce1.76ad.4588,5ce1.76ad.4588,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:06,0:00:01,never,fifo,0,1000,30707839,123035429,222129,0,,0
GigabitEthernet6/0/10,up,up (connected),Gigabit Ethernet,5ce1.76ad.458a,5ce1.76ad.458a,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:02,0:00:00,never,fifo,0,3000,31638904,98080863,0,0,,0
GigabitEthernet6/0/12,up,up (connected),Gigabit Ethernet,5ce1.76ad.458c,5ce1.76ad.458c,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:04,0:00:02,never,fifo,0,2000,29029995,118287286,0,0,,0
GigabitEthernet6/0/16,up,up (connected),Gigabit Ethernet,5ce1.76ad.4590,5ce1.76ad.4590,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:18,0:00:05,never,fifo,0,2000,9128629,117362699,0,0,,0
GigabitEthernet6/0/18,up,up (connected),Gigabit Ethernet,5ce1.76ad.4592,5ce1.76ad.4592,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:04,0:00:02,never,fifo,0,2000,19322104,96857460,0,0,,0
GigabitEthernet6/0/20,up,up (connected),Gigabit Ethernet,5ce1.76ad.4594,5ce1.76ad.4594,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:10,0:00:02,never,fifo,0,1000,5404590,101214601,602,0,,0
GigabitEthernet6/0/45,up,up (connected),Gigabit Ethernet,5ce1.76ad.45ad,5ce1.76ad.45ad,[L2] BLR-MR52-5-01 Port 0,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:00,0:00:08,never,fifo,1000,3000,21915021,58790633,0,0,,0
GigabitEthernet6/0/47,up,up (connected),Gigabit Ethernet,5ce1.76ad.45af,5ce1.76ad.45af,,,1500,Full-duplex,1000Mb/s,10/100/1000BaseTX,1000000 Kbit,10 usec,ARPA,0:00:13,0:00:03,never,fifo,0,3000,13658841,112759805,0,0,,0
AppGigabitEthernet6/0/1,up,up (connected),App,5ce1.76ad.45c1,5ce1.76ad.45c1,,,1500,,,,1000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,0,8,14199211,0,0,,0
AppGigabitEthernet7/0/1,up,up (connected),App,5ce1.76ad.4f41,5ce1.76ad.4f41,,,1500,,,,1000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,0,10,14199256,0,0,,0
Port-channel1,up,up (connected),EtherChannel,4cbc.4897.2d35,4cbc.4897.2d35,,,1500,Full-duplex,10Gb/s,N/A,40000000 Kbit,10 usec,ARPA,0:00:00,0:01:34,never,fifo,2077000,63302000,67952000158,1.36E+11,16685,0,,0
Port-channel10,up,up (connected),EtherChannel,acf5.e6d4.9028,acf5.e6d4.9028,[L2] BLR-MR52-5-01,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,1000,5000,28470964,120724741,0,0,,0
Port-channel11,up,up (connected),EtherChannel,acf5.e6d4.902a,acf5.e6d4.902a,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,5000,44502514,231186004,0,0,,0
Port-channel12,up,up (connected),EtherChannel,acf5.e6d4.902c,acf5.e6d4.902c,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,5000,28353150,191728548,0,0,,0
Port-channel13,up,up (connected),EtherChannel,acf5.e6d4.902e,acf5.e6d4.902e,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,5000,25420582,204939733,32805,0,,0
Port-channel14,up,up (connected),EtherChannel,acf5.e6d4.9030,acf5.e6d4.9030,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,2000,5000,22791079,197355063,0,0,,0
Port-channel15,up,up (connected),EtherChannel,5ce1.76ad.4588,5ce1.76ad.4588,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:00,never,fifo,0,5000,38758141,221706192,222129,0,,0
Port-channel16,up,up (connected),EtherChannel,5ce1.76ad.458a,5ce1.76ad.458a,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,5000,44004222,228957758,0,0,,0
Port-channel17,up,up (connected),EtherChannel,5ce1.76ad.458c,5ce1.76ad.458c,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,5000,32978117,223662441,0,0,,0
Port-channel19,up,up (connected),EtherChannel,7802.b175.b089,7802.b175.b089,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,5000,38019945,211353286,0,0,,0
Port-channel20,up,up (connected),EtherChannel,5ce1.76ad.4592,5ce1.76ad.4592,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,4000,28378411,200656424,0,0,,0
Port-channel21,up,up (connected),EtherChannel,5ce1.76ad.4594,5ce1.76ad.4594,,,1500,Full-duplex,1000Mb/s,N/A,2000000 Kbit,10 usec,ARPA,never,0:00:01,never,fifo,0,6000,22756385,192270755,602,0,,0
